,,,,,,"Age-specific fertility rates (births per 1,000 women)",,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,15-19,20-24,25-29,30-34,35-39,40-44,45-49
217,Medium variant,AFRICA,,903,2075-2080,30.5770,101.7955,139.7168,113.4988,71.1144,19.2445,4.2395
218,Medium variant,AFRICA,,903,2080-2085,27.8047,96.3678,136.7094,112.9667,69.3861,18.0960,3.7168
219,Medium variant,AFRICA,,903,2085-2090,25.2628,91.2283,133.9750,112.8514,67.8681,17.0800,3.2454
220,Medium variant,AFRICA,,903,2090-2095,22.9218,86.2781,131.3898,113.0501,66.4718,16.1562,2.8238
221,Medium variant,AFRICA,,903,2095-2100,20.7799,81.5210,128.9671,113.5421,65.2020,15.3065,2.4553
222,Medium variant,Eastern Africa,,910,2015-2020,89.0532,215.5295,228.1492,175.3960,114.8676,52.1681,20.0698
223,Medium variant,Eastern Africa,,910,2020-2025,79.7547,200.9640,216.9283,162.3358,102.2887,43.9017,16.7360
224,Medium variant,Eastern Africa,,910,2025-2030,71.5246,188.2547,207.0691,150.8897,92.0150,37.4414,14.0548
225,Medium variant,Eastern Africa,,910,2030-2035,64.2542,176.7820,199.2593,141.6713,83.5817,32.3620,11.9205
226,Medium variant,Eastern Africa,,910,2035-2040,57.9097,166.1213,192.2592,134.4245,76.6870,28.2175,10.2044
227,Medium variant,Eastern Africa,,910,2040-2045,52.4079,156.5412,186.0241,128.6529,71.2051,24.8503,8.8277
228,Medium variant,Eastern Africa,,910,2045-2050,47.5009,147.6938,180.2735,123.8660,66.6443,22.0712,7.5573
229,Medium variant,Eastern Africa,,910,2050-2055,43.0952,139.5380,175.0294,120.0189,62.8352,19.7677,6.4006
230,Medium variant,Eastern Africa,,910,2055-2060,39.1502,131.9783,170.3035,117.0343,59.7397,17.8779,5.4248
231,Medium variant,Eastern Africa,,910,2060-2065,35.6072,124.9764,166.0598,114.8160,57.2673,16.3352,4.6282
232,Medium variant,Eastern Africa,,910,2065-2070,32.4545,118.5389,162.2970,113.3310,55.3343,15.0696,3.9622
233,Medium variant,Eastern Africa,,910,2070-2075,29.5910,112.4448,158.7080,112.3624,53.7818,14.0022,3.3898
234,Medium variant,Eastern Africa,,910,2075-2080,26.9851,106.6885,155.3105,111.8754,52.5775,13.1188,2.9055
235,Medium variant,Eastern Africa,,910,2080-2085,24.6079,101.1839,152.0740,111.8222,51.7051,12.3830,2.4867
236,Medium variant,Eastern Africa,,910,2085-2090,22.4313,95.8941,148.9205,112.1115,51.0928,11.7738,2.1428
237,Medium variant,Eastern Africa,,910,2090-2095,20.4471,90.8006,145.8344,112.7421,50.7574,11.2771,1.8421
238,Medium variant,Eastern Africa,,910,2095-2100,18.6225,85.7847,142.6622,113.5399,50.5886,10.8563,1.5979
239,Medium variant,Burundi,,108,2015-2020,26.7820,220.6890,344.1010,262.0720,159.7980,82.8770,19.1410
240,Medium variant,Burundi,,108,2020-2025,24.0400,209.8740,337.4940,243.3540,138.0230,68.1830,15.2320
241,Medium variant,Burundi,,108,2025-2030,21.5660,198.2600,328.0120,225.6620,119.5610,56.2570,12.1820
242,Medium variant,Burundi,,108,2030-2035,19.3390,186.4800,316.6840,209.3710,104.1000,46.6830,9.7630
243,Medium variant,Burundi,,108,2035-2040,17.4300,175.0340,304.4590,194.8380,91.3510,39.0440,7.8440
244,Medium variant,Burundi,,108,2040-2045,15.7470,163.9100,291.5340,181.8530,80.7450,32.9090,6.3620
245,Medium variant,Burundi,,108,2045-2050,14.3320,153.5570,278.7970,170.6790,72.1420,28.0060,5.1670
246,Medium variant,Burundi,,108,2050-2055,13.1560,144.3060,266.9410,161.4180,65.2860,24.1720,4.2810
247,Medium variant,Burundi,,108,2055-2060,12.1530,135.7220,255.4760,153.5960,59.7260,21.0810,3.5460
248,Medium variant,Burundi,,108,2060-2065,11.3090,127.8130,244.5960,147.0890,55.2680,18.6070,2.9780
249,Medium variant,Burundi,,108,2065-2070,10.6220,120.7310,234.5450,141.9460,51.8190,16.6420,2.5350
250,Medium variant,Burundi,,108,2070-2075,10.0430,114.1630,224.9880,137.8080,49.1490,15.0510,2.1580
251,Medium variant,Burundi,,108,2075-2080,9.5330,108.0670,215.8580,134.5370,47.1280,13.7790,1.8580
252,Medium variant,Burundi,,108,2080-2085,9.1100,102.0020,206.4310,131.5880,45.5220,12.6880,1.6190
253,Medium variant,Burundi,,108,2085-2090,8.7490,96.4870,197.8050,129.5840,44.5090,11.8340,1.4120
254,Medium variant,Burundi,,108,2090-2095,8.4460,91.0270,188.9410,127.7680,43.8370,11.1340,1.2470
255,Medium variant,Burundi,,108,2095-2100,8.1670,85.9070,180.5980,126.5780,43.5880,10.5680,1.1140
256,Medium variant,Comoros,,174,2015-2020,65.3510,172.7690,193.8330,208.1860,122.7630,56.5140,27.8840
257,Medium variant,Comoros,,174,2020-2025,57.4970,163.9150,180.0180,199.0120,108.9400,48.0430,25.8550
258,Medium variant,Comoros,,174,2025-2030,50.8640,155.7000,168.2420,190.9280,97.5320,41.1700,23.8440
259,Medium variant,Comoros,,174,2030-2035,45.1440,148.0550,158.1720,183.8180,88.1570,35.6270,21.8470
260,Medium variant,Comoros,,174,2035-2040,40.3180,141.0080,149.6680,177.6650,80.4130,31.1140,19.8740
261,Medium variant,Comoros,,174,2040-2045,36.1640,134.4700,142.5090,172.3520,74.0710,27.4290,17.9850
262,Medium variant,Comoros,,174,2045-2050,32.5970,128.4730,136.6410,167.9320,68.9040,24.4180,16.2150
263,Medium variant,Comoros,,174,2050-2055,29.4430,122.5980,131.4350,163.7720,64.5610,21.9060,14.5050
264,Medium variant,Comoros,,174,2055-2060,26.7060,117.0320,127.0840,160.1860,60.9840,19.8120,12.8760
265,Medium variant,Comoros,,174,2060-2065,24.2480,111.4770,123.2060,156.6990,57.9620,18.0210,11.3470
266,Medium variant,Comoros,,174,2065-2070,22.1180,106.2910,120.1020,153.7920,55.5850,16.5420,9.9500
267,Medium variant,Comoros,,174,2070-2075,20.1450,100.8530,117.0600,150.5810,53.4920,15.2340,8.6350
268,Medium variant,Comoros,,174,2075-2080,18.3730,95.5090,114.3440,147.4490,51.7530,14.1070,7.4450
269,Medium variant,Comoros,,174,2080-2085,16.8000,90.3770,112.0970,144.6340,50.4230,13.1780,6.3910
270,Medium variant,Comoros,,174,2085-2090,15.3940,85.4440,110.2370,142.0130,49.4520,12.3840,5.4560
271,Medium variant,Comoros,,174,2090-2095,14.1870,80.8100,108.8940,139.8360,48.8660,11.7290,4.6380
272,Medium variant,Comoros,,174,2095-2100,13.0920,76.3990,107.9020,137.8840,48.6120,11.1930,3.9180
273,Medium variant,Djibouti,,262,2015-2020,18.8410,63.4760,121.3830,156.9800,127.7250,49.8480,13.2870
274,Medium variant,Djibouti,,262,2020-2025,16.6620,56.1730,109.8210,143.6430,119.1030,45.7570,10.5610
275,Medium variant,Djibouti,,262,2025-2030,15.0160,50.9500,101.8940,134.3560,112.4010,42.2390,8.4640
276,Medium variant,Djibouti,,262,2030-2035,13.6880,47.0620,96.3650,127.6310,106.7160,39.0200,6.8180
277,Medium variant,Djibouti,,262,2035-2040,12.5670,44.0810,92.4170,122.5680,101.5130,35.9720,5.5020
278,Medium variant,Djibouti,,262,2040-2045,11.6270,41.8350,89.7960,118.8880,96.8110,33.1460,4.4770
279,Medium variant,Djibouti,,262,2045-2050,10.8410,40.1410,88.0850,116.1930,92.5280,30.5450,3.6670
280,Medium variant,Djibouti,,262,2050-2055,10.1950,38.9160,87.1280,114.3290,88.7570,28.2360,3.0390
281,Medium variant,Djibouti,,262,2055-2060,9.6940,38.1610,86.9520,113.3940,85.6500,26.2650,2.5640
282,Medium variant,Djibouti,,262,2060-2065,9.2960,37.7180,87.2380,113.0330,83.0390,24.5800,2.1960
283,Medium variant,Djibouti,,262,2065-2070,9.0200,37.5970,88.0620,113.3720,81.0890,23.2160,1.9240
284,Medium variant,Djibouti,,262,2070-2075,8.7910,37.5900,88.9330,113.8000,79.3490,22.0420,1.7150
285,Medium variant,Djibouti,,262,2075-2080,8.6350,37.7610,90.0690,114.6190,78.1060,21.1080,1.5620
286,Medium variant,Djibouti,,262,2080-2085,8.5190,37.9600,91.1250,115.3890,77.0020,20.3030,1.4420
287,Medium variant,Djibouti,,262,2085-2090,8.4360,38.1960,92.1590,116.1820,76.1350,19.6400,1.3520
288,Medium variant,Djibouti,,262,2090-2095,8.3780,38.4640,93.1800,117.0240,75.4550,19.0980,1.2810
289,Medium variant,Djibouti,,262,2095-2100,8.3430,38.7720,94.2170,117.9350,74.9560,18.6450,1.2320
290,Medium variant,Eritrea,,232,2015-2020,51.6110,181.6070,206.9580,187.7440,117.3060,49.2030,10.8710
291,Medium variant,Eritrea,,232,2020-2025,43.8490,169.6390,194.9980,176.9720,104.6130,41.7030,8.2060
292,Medium variant,Eritrea,,232,2025-2030,37.5290,158.7380,184.4600,167.6980,94.1130,35.6800,6.2220
293,Medium variant,Eritrea,,232,2030-2035,32.4600,148.9800,175.4430,159.9620,85.5610,30.8770,4.8370
294,Medium variant,Eritrea,,232,2035-2040,28.2540,140.0410,167.5110,153.3250,78.4600,26.9620,3.7870
295,Medium variant,Eritrea,,232,2040-2045,24.8360,132.1010,160.8560,147.9820,72.7390,23.8130,3.0130
296,Medium variant,Eritrea,,232,2045-2050,22.0230,124.9010,155.1800,143.6340,68.0730,21.2540,2.4350
297,Medium variant,Eritrea,,232,2050-2055,19.6590,118.1420,150.1060,139.9210,64.2050,19.1350,2.0120
298,Medium variant,Eritrea,,232,2055-2060,17.6490,111.6900,145.4300,136.6460,60.9250,17.3390,1.6610
299,Medium variant,Eritrea,,232,2060-2065,15.9330,105.5150,141.1130,133.7860,58.2030,15.8330,1.3970
300,Medium variant,Eritrea,,232,2065-2070,14.4710,99.6790,137.1670,131.3060,55.9550,14.5760,1.1860
301,Medium variant,Eritrea,,232,2070-2075,13.1860,93.8920,133.2110,128.8550,53.9970,13.4840,1.0150
302,Medium variant,Eritrea,,232,2075-2080,12.1080,88.5540,129.7810,126.9410,52.5000,12.5910,0.8850
303,Medium variant,Eritrea,,232,2080-2085,11.2050,83.6750,126.8680,125.5350,51.4280,11.8520,0.7770
304,Medium variant,Eritrea,,232,2085-2090,10.4340,79.0690,124.2020,124.3810,50.6460,11.2430,0.7050
305,Medium variant,Eritrea,,232,2090-2095,9.8040,74.8720,122.0540,123.7530,50.2410,10.7650,0.6310
306,Medium variant,Eritrea,,232,2095-2100,9.2640,71.0580,120.3660,123.6150,50.2060,10.4090,0.5820
307,Medium variant,Ethiopia,,231,2015-2020,62.4590,180.2060,197.6980,168.9350,115.3960,56.4140,23.8920
308,Medium variant,Ethiopia,,231,2020-2025,52.5160,159.5270,177.3850,148.8660,98.3570,46.3410,21.1880
309,Medium variant,Ethiopia,,231,2025-2030,44.6250,142.6550,161.4690,133.6820,85.4870,38.6730,18.6890
310,Medium variant,Ethiopia,,231,2030-2035,38.6050,129.7120,150.0450,123.1710,76.2450,33.0280,16.5140
311,Medium variant,Ethiopia,,231,2035-2040,33.7080,118.9580,141.1370,115.4470,69.2310,28.6060,14.5330
312,Medium variant,Ethiopia,,231,2040-2045,29.7560,110.1490,134.5430,110.1730,64.0380,25.1580,12.7830
313,Medium variant,Ethiopia,,231,2045-2050,26.3790,102.2600,129.0330,106.2570,59.9110,22.3360,11.1640
314,Medium variant,Ethiopia,,231,2050-2055,23.4850,95.2290,124.4770,103.4870,56.6700,20.0120,9.7000
315,Medium variant,Ethiopia,,231,2055-2060,21.0320,88.9740,120.7460,101.7020,54.1850,18.0860,8.3950
316,Medium variant,Ethiopia,,231,2060-2065,18.9550,83.5210,117.8950,100.8590,52.3830,16.5190,7.2480
317,Medium variant,Ethiopia,,231,2065-2070,17.1740,78.6450,115.5960,100.6570,51.0870,15.2380,6.2430
318,Medium variant,Ethiopia,,231,2070-2075,15.6690,74.4080,113.9940,101.1870,50.3030,14.1870,5.3720
319,Medium variant,Ethiopia,,231,2075-2080,14.3770,70.6020,112.7700,102.1470,49.8600,13.3370,4.6070
320,Medium variant,Ethiopia,,231,2080-2085,13.2830,67.3260,112.1050,103.6910,49.8160,12.6510,3.9480
321,Medium variant,Ethiopia,,231,2085-2090,12.3340,64.3260,111.6290,105.4410,49.9840,12.0860,3.3800
322,Medium variant,Ethiopia,,231,2090-2095,11.5350,61.6820,111.4930,107.5770,50.4120,11.6450,2.8760
323,Medium variant,Ethiopia,,231,2095-2100,10.8180,59.2080,111.4180,109.8190,50.9740,11.2670,2.4560
324,Medium variant,Kenya,,404,2015-2020,80.4890,189.2610,192.7250,138.9320,92.0370,37.2870,24.0090
325,Medium variant,Kenya,,404,2020-2025,74.4130,176.1500,182.7280,129.3880,83.0740,32.7960,20.4310
326,Medium variant,Kenya,,404,2025-2030,68.8700,164.7340,174.4340,121.8680,75.8820,29.1470,17.4250
327,Medium variant,Kenya,,404,2030-2035,63.7430,154.5650,167.4640,115.9530,70.0790,26.1420,14.8540
328,Medium variant,Kenya,,404,2035-2040,58.9080,145.2820,161.3930,111.2900,65.3470,23.6140,12.6860
329,Medium variant,Kenya,,404,2040-2045,54.3120,136.7050,156.0000,107.5880,61.4350,21.4720,10.8080
330,Medium variant,Kenya,,404,2045-2050,50.0360,128.8430,151.3870,104.8930,58.2940,19.6930,9.2140
331,Medium variant,Kenya,,404,2050-2055,45.8690,121.2260,146.9470,102.7160,55.6320,18.1210,7.8290
332,Medium variant,Kenya,,404,2055-2060,41.9170,113.9740,142.7660,101.1100,53.4270,16.7530,6.6530
333,Medium variant,Kenya,,404,2060-2065,38.2240,107.1640,139.0000,100.0570,51.6650,15.5860,5.6440
334,Medium variant,Kenya,,404,2065-2070,34.7540,100.7390,135.4450,99.4190,50.2550,14.5720,4.7960
335,Medium variant,Kenya,,404,2070-2075,31.4650,94.4550,131.8460,98.9690,49.0680,13.6640,4.0530
336,Medium variant,Kenya,,404,2075-2080,28.4560,88.6900,128.6880,99.0330,48.2200,12.9050,3.4480
337,Medium variant,Kenya,,404,2080-2085,25.7810,83.5500,126.1560,99.7190,47.8020,12.2770,2.9350
338,Medium variant,Kenya,,404,2085-2090,23.3380,78.7930,123.8830,100.7390,47.6200,11.7600,2.5070
339,Medium variant,Kenya,,404,2090-2095,21.1590,74.4940,122.0470,102.2430,47.7550,11.3360,2.1460
340,Medium variant,Kenya,,404,2095-2100,19.1830,70.5470,120.5080,104.1020,48.1400,10.9970,1.8430
341,Medium variant,Madagascar,,450,2015-2020,109.5900,206.1480,211.9500,149.5320,92.4580,42.2440,9.7780
342,Medium variant,Madagascar,,450,2020-2025,99.8400,195.2900,206.5410,140.5970,82.6960,36.0800,8.0760
343,Medium variant,Madagascar,,450,2025-2030,90.9350,185.0340,201.3020,132.9590,74.5870,31.1260,6.7570
344,Medium variant,Madagascar,,450,2030-2035,82.7060,175.2240,196.1330,126.4350,67.8390,27.0370,5.6460
345,Medium variant,Madagascar,,450,2035-2040,75.3380,166.2780,191.5490,121.1270,62.3510,23.7560,4.7610
346,Medium variant,Madagascar,,450,2040-2045,68.7060,158.0270,187.3730,116.9090,57.9060,21.0740,4.0650
347,Medium variant,Madagascar,,450,2045-2050,62.5920,150.2080,183.4000,113.5030,54.2600,18.8800,3.4770
348,Medium variant,Madagascar,,450,2050-2055,57.0530,142.9210,179.7660,110.9250,51.3250,17.0940,2.9960
349,Medium variant,Madagascar,,450,2055-2060,51.9070,135.8260,176.0980,108.9110,48.9650,15.5760,2.5970
350,Medium variant,Madagascar,,450,2060-2065,47.2120,129.1230,172.6160,107.5490,47.1130,14.3590,2.2680
351,Medium variant,Madagascar,,450,2065-2070,42.8740,122.6200,169.1910,106.7090,45.6980,13.3190,1.9890
352,Medium variant,Madagascar,,450,2070-2075,38.7900,116.0190,165.3120,106.0410,44.5500,12.4220,1.7260
353,Medium variant,Madagascar,,450,2075-2080,35.0460,109.7120,161.5520,105.8840,43.7730,11.6830,1.5300
354,Medium variant,Madagascar,,450,2080-2085,31.5860,103.4780,157.6160,105.9910,43.2920,11.0740,1.3630
355,Medium variant,Madagascar,,450,2085-2090,28.4010,97.3870,153.5580,106.3970,43.0860,10.5660,1.2250
356,Medium variant,Madagascar,,450,2090-2095,25.5460,91.6630,149.7330,107.2760,43.2370,10.1600,1.0850
357,Medium variant,Madagascar,,450,2095-2100,22.8720,85.9180,145.5220,108.1770,43.5420,9.8210,0.9880
358,Medium variant,Malawi,,454,2015-2020,140.2350,221.6680,196.6290,162.9470,110.8480,50.5900,15.5430
359,Medium variant,Malawi,,454,2020-2025,135.1640,205.5100,182.3790,153.3150,100.2480,42.2530,11.0710
360,Medium variant,Malawi,,454,2025-2030,129.2950,190.6070,169.8540,144.9150,91.2140,35.5880,7.9870
361,Medium variant,Malawi,,454,2030-2035,123.0580,177.2920,159.2640,137.8500,83.7170,30.3090,5.8900
362,Medium variant,Malawi,,454,2035-2040,116.6360,165.4460,150.3660,132.0920,77.5170,26.1440,4.4390
363,Medium variant,Malawi,,454,2040-2045,110.0430,154.8470,142.9180,127.4290,72.4000,22.8050,3.3780
364,Medium variant,Malawi,,454,2045-2050,103.2820,145.2610,136.6780,123.6500,68.1530,20.1290,2.6270
365,Medium variant,Malawi,,454,2050-2055,96.5210,136.6380,131.5800,120.8280,64.7200,17.9660,2.0870
366,Medium variant,Malawi,,454,2055-2060,89.6420,128.6360,127.2600,118.5850,61.8350,16.2020,1.6800
367,Medium variant,Malawi,,454,2060-2065,82.8140,121.3130,123.7280,117.0190,59.5290,14.7520,1.3850
368,Medium variant,Malawi,,454,2065-2070,75.9930,114.4100,120.7470,115.9180,57.6340,13.5740,1.1440
369,Medium variant,Malawi,,454,2070-2075,69.1910,107.7810,118.1300,115.0840,56.0490,12.5760,0.9690
370,Medium variant,Malawi,,454,2075-2080,62.5540,101.4520,115.8640,114.5430,54.7600,11.7510,0.8360
371,Medium variant,Malawi,,454,2080-2085,56.1400,95.4230,113.9280,114.2670,53.7270,11.0740,0.7210
372,Medium variant,Malawi,,454,2085-2090,49.9910,89.5640,112.1600,114.1120,52.8840,10.4890,0.6400
373,Medium variant,Malawi,,454,2090-2095,44.3570,84.2420,110.9830,114.5120,52.4170,10.0490,0.5800
374,Medium variant,Malawi,,454,2095-2100,39.1740,79.2820,110.1540,115.2460,52.2040,9.7280,0.5320
375,Medium variant,Mauritius,1,480,2015-2020,26.5670,63.4600,89.1990,69.5090,30.5660,6.8920,0.4870
376,Medium variant,Mauritius,1,480,2020-2025,24.4140,56.4280,89.3570,75.4640,32.7120,7.0190,0.5260
377,Medium variant,Mauritius,1,480,2025-2030,22.7610,52.2500,92.1250,83.3570,35.8430,7.3680,0.5560
378,Medium variant,Mauritius,1,480,2030-2035,20.9880,48.9010,94.6840,90.7800,38.9110,7.7060,0.5900
379,Medium variant,Mauritius,1,480,2035-2040,19.2430,46.3090,96.9350,97.3410,41.7190,8.0140,0.5990
380,Medium variant,Mauritius,1,480,2040-2045,17.5910,44.4520,99.0600,103.1790,44.3150,8.3100,0.6130
381,Medium variant,Mauritius,1,480,2045-2050,16.0390,43.0540,100.7970,108.0440,46.5690,8.5650,0.6120
382,Medium variant,Mauritius,1,480,2050-2055,14.5930,42.1370,102.3970,112.1980,48.5890,8.7970,0.6090
383,Medium variant,Mauritius,1,480,2055-2060,13.2930,41.5750,103.7980,115.6640,50.3640,9.0180,0.6080
384,Medium variant,Mauritius,1,480,2060-2065,12.1180,41.2790,104.9480,118.3810,51.8510,9.2010,0.6020
385,Medium variant,Mauritius,1,480,2065-2070,11.0900,41.2380,106.0130,120.6190,53.1460,9.3660,0.5880
386,Medium variant,Mauritius,1,480,2070-2075,10.1860,41.3560,106.9220,122.3830,54.2300,9.5100,0.5730
387,Medium variant,Mauritius,1,480,2075-2080,9.4180,41.6310,107.7730,123.8330,55.1840,9.6410,0.5600
388,Medium variant,Mauritius,1,480,2080-2085,8.7540,42.0190,108.5180,124.9820,56.0000,9.7670,0.5400
389,Medium variant,Mauritius,1,480,2085-2090,8.1840,42.4570,109.0920,125.7990,56.6570,9.8620,0.5290
390,Medium variant,Mauritius,1,480,2090-2095,7.7110,42.9280,109.4760,126.3040,57.1430,9.9480,0.5100
391,Medium variant,Mauritius,1,480,2095-2100,7.3180,43.5080,109.9310,126.8310,57.6210,10.0290,0.5020
392,Medium variant,Mayotte,,175,2015-2020,55.8270,166.2650,170.7240,162.5070,120.3710,56.6550,13.4310
393,Medium variant,Mayotte,,175,2020-2025,50.8380,152.2060,157.2940,149.9740,110.6330,51.7010,12.1140
394,Medium variant,Mayotte,,175,2025-2030,46.4870,140.2980,146.5610,140.1140,102.6810,47.4390,10.9000
395,Medium variant,Mayotte,,175,2030-2035,42.5860,129.9890,137.8740,132.3230,96.0750,43.6460,9.7670
396,Medium variant,Mayotte,,175,2035-2040,39.0080,120.8210,130.6720,126.0190,90.4190,40.2370,8.7440
397,Medium variant,Mayotte,,175,2040-2045,35.7030,112.5480,124.6260,120.9410,85.5270,37.0970,7.7580
398,Medium variant,Mayotte,,175,2045-2050,32.5890,104.8220,119.3550,116.6540,81.0780,34.1590,6.8430
399,Medium variant,Mayotte,,175,2050-2055,29.7050,97.6960,114.8490,113.1520,77.1270,31.4250,6.0060
400,Medium variant,Mayotte,,175,2055-2060,27.0360,91.1130,110.9720,110.3410,73.5740,28.8920,5.2320
401,Medium variant,Mayotte,,175,2060-2065,24.5530,84.9960,107.5920,108.0300,70.3670,26.5370,4.5650
402,Medium variant,Mayotte,,175,2065-2070,22.3720,79.6790,105.0760,106.5800,67.7220,24.4790,3.9720
403,Medium variant,Mayotte,,175,2070-2075,20.4340,74.9830,103.1910,105.7570,65.5180,22.6480,3.4490
404,Medium variant,Mayotte,,175,2075-2080,18.7300,70.9050,102.0080,105.6200,63.7730,21.0330,3.0110
405,Medium variant,Mayotte,,175,2080-2085,17.2320,67.3620,101.3930,106.0800,62.4300,19.6210,2.6220
406,Medium variant,Mayotte,,175,2085-2090,15.8960,64.2470,101.2560,107.0050,61.3940,18.3600,2.2820
407,Medium variant,Mayotte,,175,2090-2095,14.7300,61.6260,101.6760,108.5070,60.7060,17.2660,2.0090
408,Medium variant,Mayotte,,175,2095-2100,13.6910,59.2790,102.3780,110.2980,60.2220,16.2850,1.7470
