,,,,,,Number of male deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
2587,Medium variant,Latvia,,428,2025-2030,0.239,0.025,0.037,0.106,0.198,0.262,0.474,0.907,1.420,2.059,2.994,4.318,6.204,7.983,8.537,8.370,8.079,6.975,3.786,1.109
2588,Medium variant,Latvia,,428,2030-2035,0.207,0.021,0.031,0.093,0.199,0.283,0.359,0.618,1.212,1.977,2.712,3.889,5.468,7.094,8.607,9.055,8.241,6.575,3.939,1.358
2589,Medium variant,Latvia,,428,2035-2040,0.195,0.017,0.027,0.079,0.173,0.280,0.382,0.465,0.820,1.680,2.599,3.521,4.947,6.345,7.799,9.350,9.178,6.964,3.859,1.476
2590,Medium variant,Latvia,,428,2040-2045,0.188,0.015,0.022,0.065,0.146,0.242,0.376,0.492,0.611,1.133,2.200,3.387,4.516,5.822,7.133,8.697,9.760,8.037,4.276,1.525
2591,Medium variant,Latvia,,428,2045-2050,0.174,0.015,0.019,0.053,0.120,0.199,0.313,0.468,0.633,0.829,1.476,2.883,4.379,5.412,6.697,8.178,9.365,8.841,5.142,1.760
2592,Medium variant,Latvia,,428,2050-2055,0.154,0.013,0.018,0.047,0.098,0.160,0.254,0.388,0.606,0.865,1.094,1.948,3.745,5.315,6.345,7.855,9.070,8.739,5.833,2.192
2593,Medium variant,Latvia,,428,2055-2060,0.136,0.012,0.016,0.044,0.085,0.128,0.201,0.314,0.504,0.832,1.148,1.447,2.545,4.600,6.357,7.622,8.960,8.792,5.963,2.610
2594,Medium variant,Latvia,,428,2060-2065,0.120,0.011,0.014,0.040,0.080,0.111,0.161,0.249,0.412,0.701,1.118,1.538,1.919,3.178,5.627,7.839,8.979,8.982,6.279,2.829
2595,Medium variant,Latvia,,428,2065-2070,0.112,0.010,0.012,0.035,0.072,0.103,0.140,0.201,0.332,0.581,0.957,1.523,2.077,2.465,3.999,7.159,9.555,9.381,6.669,3.155
2596,Medium variant,Latvia,,428,2070-2075,0.107,0.008,0.011,0.031,0.064,0.095,0.130,0.177,0.272,0.478,0.808,1.326,2.090,2.727,3.180,5.223,8.961,10.311,7.261,3.514
2597,Medium variant,Latvia,,428,2075-2080,0.103,0.008,0.009,0.027,0.055,0.082,0.119,0.165,0.242,0.396,0.671,1.136,1.844,2.792,3.599,4.249,6.710,9.930,8.269,4.026
2598,Medium variant,Latvia,,428,2080-2085,0.096,0.007,0.009,0.025,0.048,0.070,0.103,0.151,0.228,0.354,0.564,0.955,1.598,2.509,3.765,4.916,5.617,7.625,8.161,4.784
2599,Medium variant,Latvia,,428,2085-2090,0.088,0.007,0.009,0.023,0.043,0.060,0.087,0.131,0.209,0.336,0.510,0.809,1.354,2.205,3.442,5.241,6.635,6.601,6.405,5.011
2600,Medium variant,Latvia,,428,2090-2095,0.081,0.007,0.008,0.021,0.040,0.053,0.074,0.111,0.183,0.311,0.488,0.736,1.154,1.895,3.074,4.870,7.194,7.980,5.793,4.258
2601,Medium variant,Latvia,,428,2095-2100,0.075,0.007,0.008,0.020,0.037,0.049,0.065,0.094,0.155,0.275,0.456,0.710,1.063,1.641,2.688,4.429,6.818,8.818,7.208,3.980
2602,Medium variant,Lithuania,,440,2015-2020,0.436,0.076,0.103,0.277,0.671,1.002,1.316,1.806,2.716,4.181,6.411,9.165,10.820,10.909,11.173,12.889,13.052,9.180,3.971,0.926
2603,Medium variant,Lithuania,,440,2020-2025,0.401,0.074,0.099,0.220,0.496,0.857,1.297,1.735,2.346,3.517,5.305,8.094,11.057,11.597,10.849,11.429,12.542,10.406,5.278,1.535
2604,Medium variant,Lithuania,,440,2025-2030,0.352,0.068,0.094,0.209,0.407,0.635,1.108,1.702,2.246,3.032,4.465,6.725,9.842,12.033,11.818,11.386,11.460,10.263,6.161,2.127
2605,Medium variant,Lithuania,,440,2030-2035,0.299,0.060,0.085,0.202,0.391,0.520,0.813,1.442,2.195,2.901,3.860,5.695,8.277,10.888,12.579,12.746,11.787,9.712,6.248,2.589
2606,Medium variant,Lithuania,,440,2035-2040,0.266,0.051,0.075,0.182,0.373,0.498,0.657,1.047,1.849,2.830,3.695,4.934,7.055,9.297,11.613,13.888,13.544,10.321,6.094,2.734
2607,Medium variant,Lithuania,,440,2040-2045,0.252,0.044,0.062,0.160,0.338,0.474,0.626,0.841,1.339,2.383,3.612,4.743,6.171,8.049,10.140,13.154,15.128,12.246,6.705,2.779
2608,Medium variant,Lithuania,,440,2045-2050,0.244,0.039,0.052,0.132,0.291,0.419,0.577,0.779,1.055,1.709,3.039,4.664,6.000,7.184,8.995,11.786,14.717,14.082,8.242,3.137
2609,Medium variant,Lithuania,,440,2050-2055,0.231,0.038,0.046,0.109,0.235,0.354,0.503,0.716,0.981,1.355,2.191,3.946,5.932,7.073,8.163,10.655,13.488,13.986,9.707,3.934
2610,Medium variant,Lithuania,,440,2055-2060,0.211,0.035,0.044,0.095,0.192,0.284,0.423,0.623,0.905,1.270,1.755,2.873,5.068,7.110,8.220,9.894,12.518,13.249,9.921,4.815
2611,Medium variant,Lithuania,,440,2060-2065,0.189,0.032,0.040,0.088,0.170,0.232,0.339,0.527,0.801,1.195,1.675,2.337,3.749,6.189,8.478,10.223,11.979,12.683,9.737,5.177
2612,Medium variant,Lithuania,,440,2065-2070,0.173,0.028,0.037,0.081,0.156,0.204,0.277,0.425,0.686,1.071,1.598,2.258,3.093,4.669,7.556,10.805,12.714,12.539,9.615,5.331
2613,Medium variant,Lithuania,,440,2070-2075,0.164,0.025,0.032,0.074,0.142,0.187,0.243,0.349,0.560,0.933,1.459,2.192,3.047,3.955,5.859,9.915,13.816,13.761,9.856,5.486
2614,Medium variant,Lithuania,,440,2075-2080,0.159,0.023,0.028,0.065,0.127,0.172,0.224,0.310,0.468,0.776,1.293,2.034,3.002,3.977,5.074,7.850,12.927,15.304,11.127,5.812
2615,Medium variant,Lithuania,,440,2080-2085,0.153,0.022,0.026,0.056,0.111,0.152,0.204,0.286,0.418,0.655,1.089,1.823,2.818,3.987,5.210,6.921,10.451,14.583,12.701,6.732
2616,Medium variant,Lithuania,,440,2085-2090,0.144,0.021,0.025,0.052,0.097,0.131,0.181,0.261,0.388,0.591,0.930,1.550,2.550,3.800,5.318,7.223,9.394,12.043,12.323,7.931
2617,Medium variant,Lithuania,,440,2090-2095,0.133,0.019,0.023,0.048,0.087,0.113,0.155,0.231,0.357,0.555,0.848,1.334,2.189,3.491,5.162,7.501,9.976,11.098,10.416,8.126
2618,Medium variant,Lithuania,,440,2095-2100,0.125,0.018,0.021,0.045,0.080,0.101,0.132,0.196,0.316,0.513,0.802,1.224,1.897,3.033,4.810,7.374,10.494,12.003,9.844,7.287
2619,Medium variant,Norway,18,578,2015-2020,0.387,0.044,0.098,0.318,0.570,0.599,0.617,0.736,1.083,1.855,2.920,4.313,6.317,9.278,12.002,13.514,15.615,16.238,11.523,4.467
2620,Medium variant,Norway,18,578,2020-2025,0.330,0.036,0.087,0.284,0.511,0.557,0.584,0.695,0.953,1.601,2.759,4.186,6.075,8.431,12.113,16.298,17.756,17.129,12.279,5.479
2621,Medium variant,Norway,18,578,2025-2030,0.286,0.032,0.077,0.259,0.465,0.499,0.541,0.656,0.901,1.417,2.399,3.977,5.941,8.151,11.119,16.979,22.447,20.793,13.884,6.320
2622,Medium variant,Norway,18,578,2030-2035,0.255,0.030,0.075,0.238,0.429,0.459,0.490,0.613,0.862,1.364,2.161,3.511,5.739,8.091,10.949,16.134,24.547,27.921,18.142,7.624
2623,Medium variant,Norway,18,578,2035-2040,0.234,0.029,0.070,0.228,0.402,0.428,0.456,0.564,0.818,1.322,2.106,3.207,5.148,7.913,11.047,16.389,24.385,31.931,25.704,10.481
2624,Medium variant,Norway,18,578,2040-2045,0.218,0.026,0.066,0.218,0.388,0.402,0.425,0.524,0.754,1.261,2.051,3.140,4.728,7.117,10.863,16.826,25.543,33.096,30.136,15.480
2625,Medium variant,Norway,18,578,2045-2050,0.205,0.024,0.061,0.202,0.365,0.385,0.398,0.488,0.698,1.158,1.947,3.047,4.624,6.525,9.751,16.750,26.861,35.864,32.709,19.114
2626,Medium variant,Norway,18,578,2050-2055,0.197,0.022,0.057,0.189,0.341,0.363,0.382,0.459,0.655,1.077,1.799,2.906,4.515,6.410,8.991,15.333,27.559,39.234,36.902,22.038
2627,Medium variant,Norway,18,578,2055-2060,0.190,0.022,0.053,0.176,0.315,0.337,0.357,0.438,0.613,1.007,1.671,2.683,4.311,6.251,8.826,14.269,25.841,41.568,42.027,25.904
2628,Medium variant,Norway,18,578,2060-2065,0.178,0.021,0.050,0.165,0.290,0.308,0.330,0.408,0.579,0.933,1.548,2.472,3.956,5.917,8.538,14.081,24.481,40.136,45.867,30.831
2629,Medium variant,Norway,18,578,2065-2070,0.168,0.019,0.047,0.152,0.268,0.284,0.302,0.375,0.539,0.881,1.430,2.290,3.652,5.418,8.074,13.879,24.659,39.451,45.943,35.352
2630,Medium variant,Norway,18,578,2070-2075,0.159,0.018,0.044,0.141,0.247,0.259,0.274,0.343,0.495,0.816,1.347,2.113,3.384,4.994,7.400,13.340,24.633,41.290,47.283,37.522
2631,Medium variant,Norway,18,578,2075-2080,0.150,0.018,0.041,0.129,0.225,0.236,0.251,0.311,0.450,0.745,1.244,1.984,3.116,4.602,6.814,12.369,23.991,42.801,51.447,40.571
2632,Medium variant,Norway,18,578,2080-2085,0.142,0.016,0.037,0.116,0.205,0.215,0.227,0.281,0.405,0.670,1.125,1.816,2.909,4.208,6.250,11.439,22.484,43.207,55.406,46.041
2633,Medium variant,Norway,18,578,2085-2090,0.133,0.016,0.034,0.106,0.183,0.193,0.206,0.255,0.365,0.602,1.009,1.639,2.664,3.910,5.711,10.637,21.304,42.316,58.256,51.897
2634,Medium variant,Norway,18,578,2090-2095,0.123,0.015,0.031,0.094,0.162,0.171,0.182,0.228,0.329,0.539,0.897,1.457,2.390,3.546,5.275,9.753,20.225,41.407,59.173,57.317
2635,Medium variant,Norway,18,578,2095-2100,0.117,0.014,0.029,0.086,0.143,0.151,0.163,0.204,0.295,0.483,0.800,1.297,2.131,3.177,4.798,9.159,19.074,40.876,60.560,61.512
2636,Medium variant,Sweden,,752,2015-2020,0.802,0.081,0.143,0.382,0.779,0.930,0.909,1.102,1.705,2.975,4.823,7.255,10.980,17.768,26.044,31.622,36.081,37.649,27.229,10.637
2637,Medium variant,Sweden,,752,2020-2025,0.689,0.070,0.134,0.361,0.618,0.772,0.893,1.057,1.493,2.513,4.420,6.998,10.338,14.972,23.527,35.260,41.977,40.402,28.748,12.941
2638,Medium variant,Sweden,,752,2025-2030,0.579,0.062,0.121,0.347,0.592,0.617,0.742,1.035,1.434,2.213,3.755,6.429,10.016,14.155,19.963,32.622,48.906,50.178,33.356,14.888
2639,Medium variant,Sweden,,752,2030-2035,0.508,0.056,0.115,0.322,0.572,0.604,0.606,0.887,1.441,2.182,3.389,5.594,9.433,14.041,19.362,28.757,47.885,62.326,44.756,18.577
2640,Medium variant,Sweden,,752,2035-2040,0.471,0.050,0.105,0.307,0.544,0.585,0.592,0.726,1.251,2.205,3.360,5.077,8.265,13.281,19.322,28.371,43.675,63.544,58.035,26.248
2641,Medium variant,Sweden,,752,2040-2045,0.452,0.046,0.095,0.285,0.519,0.559,0.579,0.715,1.030,1.933,3.420,5.071,7.570,11.726,18.424,28.831,44.549,60.781,61.074,35.889
2642,Medium variant,Sweden,,752,2045-2050,0.431,0.044,0.087,0.257,0.476,0.531,0.548,0.695,1.008,1.585,2.984,5.140,7.540,10.712,16.199,27.681,46.230,64.165,61.401,40.182
2643,Medium variant,Sweden,,752,2050-2055,0.412,0.043,0.084,0.237,0.431,0.489,0.523,0.661,0.985,1.555,2.454,4.494,7.680,10.711,14.843,24.645,45.649,69.213,67.806,43.048
2644,Medium variant,Sweden,,752,2055-2060,0.386,0.042,0.079,0.224,0.397,0.439,0.480,0.628,0.932,1.513,2.402,3.699,6.721,10.886,14.811,22.709,41.567,70.622,76.176,49.555
2645,Medium variant,Sweden,,752,2060-2065,0.357,0.039,0.076,0.213,0.373,0.399,0.429,0.575,0.879,1.421,2.320,3.595,5.503,9.435,14.940,22.752,38.862,66.367,80.239,58.379
2646,Medium variant,Sweden,,752,2065-2070,0.332,0.035,0.071,0.200,0.350,0.375,0.394,0.514,0.802,1.341,2.180,3.472,5.362,7.758,12.932,23.309,39.580,64.598,78.637,65.149
2647,Medium variant,Sweden,,752,2070-2075,0.313,0.033,0.065,0.184,0.326,0.353,0.367,0.468,0.717,1.217,2.045,3.250,5.169,7.535,10.588,20.539,40.975,68.326,80.124,67.965
2648,Medium variant,Sweden,,752,2075-2080,0.298,0.031,0.060,0.168,0.297,0.324,0.342,0.436,0.648,1.081,1.851,3.039,4.835,7.238,10.242,16.912,36.659,73.490,88.622,72.988
2649,Medium variant,Sweden,,752,2080-2085,0.276,0.029,0.054,0.151,0.267,0.293,0.312,0.402,0.598,0.966,1.624,2.723,4.491,6.704,9.712,16.403,30.470,68.256,98.983,83.840
2650,Medium variant,Sweden,,752,2085-2090,0.255,0.026,0.050,0.138,0.238,0.263,0.283,0.368,0.550,0.885,1.451,2.394,4.034,6.224,9.001,15.825,30.237,58.987,94.883,98.435
2651,Medium variant,Sweden,,752,2090-2095,0.236,0.025,0.044,0.124,0.213,0.231,0.252,0.332,0.500,0.812,1.320,2.120,3.523,5.537,8.276,14.670,29.722,60.372,86.080,101.219
2652,Medium variant,Sweden,,752,2095-2100,0.219,0.024,0.042,0.112,0.194,0.209,0.224,0.294,0.447,0.733,1.205,1.928,3.128,4.836,7.366,13.663,28.279,61.744,92.311,98.451
2653,Medium variant,United Kingdom,,826,2015-2020,10.195,0.892,0.929,2.062,4.334,6.838,9.208,12.121,16.804,25.511,39.596,56.884,77.674,117.208,165.163,206.198,249.874,248.549,161.888,60.711
2654,Medium variant,United Kingdom,,826,2020-2025,8.647,0.797,0.873,1.846,3.704,6.101,8.706,11.862,15.896,22.174,34.525,54.540,77.757,105.513,159.264,222.280,259.870,264.911,188.662,82.833
2655,Medium variant,United Kingdom,,826,2025-2030,7.218,0.694,0.770,1.733,3.372,5.326,7.777,11.108,15.335,20.668,29.682,47.204,74.162,105.556,144.455,218.657,290.233,289.670,213.456,104.751
2656,Medium variant,United Kingdom,,826,2030-2035,6.138,0.597,0.674,1.562,3.228,4.972,6.808,9.843,14.148,19.651,27.412,40.396,64.015,100.791,145.735,202.532,295.078,340.277,248.202,128.352
2657,Medium variant,United Kingdom,,826,2035-2040,5.515,0.523,0.594,1.402,2.992,4.892,6.436,8.652,12.563,18.213,26.299,37.747,55.567,88.558,142.523,211.423,286.340,363.890,311.285,160.814
2658,Medium variant,United Kingdom,,826,2040-2045,5.136,0.485,0.530,1.259,2.745,4.622,6.393,8.252,11.143,16.292,24.612,36.670,52.693,78.215,128.055,213.311,311.033,371.591,348.526,213.951
2659,Medium variant,United Kingdom,,826,2045-2050,4.750,0.456,0.481,1.127,2.493,4.284,6.068,8.193,10.618,14.455,22.110,34.513,51.499,74.787,114.490,195.616,322.757,418.723,373.280,255.534
2660,Medium variant,United Kingdom,,826,2050-2055,4.335,0.429,0.449,1.034,2.252,3.906,5.631,7.753,10.479,13.715,19.554,30.949,48.424,73.115,109.891,176.886,302.091,446.872,436.456,290.261
2661,Medium variant,United Kingdom,,826,2055-2060,3.949,0.391,0.423,0.990,2.101,3.565,5.141,7.186,9.907,13.545,18.580,27.471,43.600,69.100,108.335,172.355,279.692,431.389,482.528,353.015
2662,Medium variant,United Kingdom,,826,2060-2065,3.580,0.360,0.391,0.920,1.963,3.284,4.648,6.514,9.122,12.704,18.208,25.901,38.460,61.889,102.200,170.880,276.464,409.423,480.392,411.042
2663,Medium variant,United Kingdom,,826,2065-2070,3.296,0.327,0.362,0.854,1.835,3.081,4.274,5.850,8.212,11.634,17.019,25.325,36.223,54.569,91.770,162.901,279.289,416.328,473.318,436.930
2664,Medium variant,United Kingdom,,826,2070-2075,3.064,0.294,0.321,0.777,1.688,2.867,3.989,5.368,7.374,10.477,15.587,23.682,35.441,51.469,81.280,148.054,271.696,432.901,499.668,454.965
2665,Medium variant,United Kingdom,,826,2075-2080,2.803,0.269,0.294,0.699,1.519,2.616,3.691,4.970,6.706,9.337,13.943,21.543,32.930,50.059,76.387,131.742,250.437,431.400,536.980,499.564
2666,Medium variant,United Kingdom,,826,2080-2085,2.532,0.250,0.270,0.636,1.364,2.334,3.342,4.576,6.191,8.457,12.377,19.211,29.885,46.434,74.383,125.159,226.444,408.962,554.814,563.384
2667,Medium variant,United Kingdom,,826,2085-2090,2.291,0.228,0.245,0.570,1.217,2.080,2.981,4.129,5.666,7.791,11.224,17.067,26.657,42.174,69.439,123.798,217.883,381.587,546.195,618.285
2668,Medium variant,United Kingdom,,826,2090-2095,2.074,0.201,0.219,0.522,1.118,1.869,2.634,3.648,5.088,7.110,10.275,15.382,23.576,37.439,63.132,116.381,217.387,377.718,528.136,648.901
2669,Medium variant,United Kingdom,,826,2095-2100,1.867,0.179,0.199,0.475,1.006,1.672,2.337,3.212,4.478,6.357,9.354,14.070,21.228,33.070,56.339,106.945,206.886,389.184,543.390,667.587
2670,Medium variant,Southern Europe,19,925,2015-2020,14.783,1.543,2.601,6.028,9.591,11.269,14.469,23.025,41.340,70.925,113.478,169.138,234.801,316.172,403.791,539.406,695.919,665.901,400.449,137.676
2671,Medium variant,Southern Europe,19,925,2020-2025,12.196,1.264,2.260,5.388,8.465,9.727,12.037,18.446,34.291,63.928,105.665,161.645,230.004,307.890,415.510,537.729,671.011,718.152,491.531,199.995
2672,Medium variant,Southern Europe,19,925,2025-2030,10.441,1.067,1.892,4.745,7.682,8.669,10.500,15.504,27.640,53.479,95.935,151.539,221.514,305.124,411.211,566.411,698.740,730.038,557.691,263.684
2673,Medium variant,Southern Europe,19,925,2030-2035,9.269,0.937,1.634,4.017,6.769,7.918,9.434,13.597,23.312,43.271,80.615,138.077,208.597,296.047,413.218,572.709,754.942,796.633,595.864,319.738
2674,Medium variant,Southern Europe,19,925,2035-2040,8.378,0.829,1.432,3.459,5.743,6.981,8.617,12.229,20.433,36.482,65.327,116.136,190.223,279.782,404.670,588.708,785.460,884.911,682.234,364.421
2675,Medium variant,Southern Europe,19,925,2040-2045,7.593,0.760,1.296,3.055,4.957,5.906,7.598,11.197,18.400,32.003,55.126,94.271,160.031,255.240,384.519,587.420,834.369,953.818,780.871,436.318
2676,Medium variant,Southern Europe,19,925,2045-2050,6.863,0.704,1.191,2.759,4.368,5.109,6.458,9.898,16.915,28.901,48.401,79.773,130.444,215.289,352.494,567.299,858.240,1055.925,877.830,522.895
2677,Medium variant,Southern Europe,19,925,2050-2055,6.216,0.642,1.096,2.542,3.963,4.510,5.585,8.412,15.022,26.702,43.768,70.045,110.755,176.382,299.002,527.318,850.875,1127.529,1015.539,619.023
2678,Medium variant,Southern Europe,19,925,2055-2060,5.668,0.579,0.984,2.315,3.616,4.068,4.912,7.248,12.728,23.722,40.540,63.365,97.472,150.542,246.678,453.458,808.889,1156.863,1128.582,753.017
2679,Medium variant,Southern Europe,19,925,2060-2065,5.221,0.522,0.890,2.080,3.286,3.708,4.422,6.365,10.938,20.091,36.037,58.641,88.178,132.899,211.780,378.090,708.830,1131.774,1202.893,887.032
2680,Medium variant,Southern Europe,19,925,2065-2070,4.865,0.483,0.798,1.845,2.940,3.358,4.014,5.704,9.561,17.209,30.464,52.029,81.434,120.256,187.933,327.612,600.421,1016.329,1214.641,1002.337
2681,Medium variant,Southern Europe,19,925,2070-2075,4.552,0.443,0.721,1.645,2.595,2.991,3.631,5.175,8.549,15.026,26.118,44.056,72.306,110.945,170.676,295.096,530.187,882.731,1123.092,1073.433
2682,Medium variant,Southern Europe,19,925,2075-2080,4.249,0.414,0.662,1.475,2.291,2.632,3.223,4.658,7.731,13.406,22.791,37.793,61.351,98.573,157.617,271.972,486.980,802.663,1007.943,1058.888
2683,Medium variant,Southern Europe,19,925,2080-2085,3.950,0.389,0.604,1.334,2.048,2.329,2.851,4.149,6.956,12.116,20.348,33.037,52.839,84.042,140.799,255.387,457.613,763.275,952.305,1009.267
2684,Medium variant,Southern Europe,19,925,2085-2090,3.680,0.354,0.554,1.215,1.850,2.077,2.503,3.637,6.164,10.879,18.330,29.423,46.209,72.536,120.658,231.428,437.638,743.629,940.733,998.512
2685,Medium variant,Southern Europe,19,925,2090-2095,3.420,0.325,0.497,1.088,1.664,1.862,2.224,3.183,5.369,9.587,16.399,26.406,41.086,63.489,104.577,200.021,402.984,738.314,955.075,1032.841
2686,Medium variant,Southern Europe,19,925,2095-2100,3.293,0.300,0.454,0.973,1.476,1.675,1.984,2.799,4.647,8.257,14.357,23.516,36.769,56.480,92.076,175.040,353.626,702.996,989.353,1102.754
2687,Medium variant,Albania,,8,2015-2020,1.398,0.106,0.116,0.202,0.359,0.424,0.441,0.464,0.574,0.887,1.664,3.052,4.536,5.909,8.329,11.624,11.710,7.485,2.726,0.528
2688,Medium variant,Albania,,8,2020-2025,1.188,0.097,0.097,0.142,0.285,0.389,0.429,0.470,0.560,0.793,1.364,2.646,4.678,6.714,8.510,11.072,12.928,9.788,4.140,0.906
2689,Medium variant,Albania,,8,2025-2030,0.992,0.085,0.087,0.114,0.198,0.309,0.402,0.465,0.573,0.769,1.196,2.146,4.037,6.934,9.763,11.572,12.722,11.211,5.705,1.461
2690,Medium variant,Albania,,8,2030-2035,0.792,0.073,0.077,0.102,0.156,0.214,0.327,0.442,0.569,0.778,1.129,1.857,3.257,5.980,10.158,13.524,13.813,11.552,6.841,2.178
2691,Medium variant,Albania,,8,2035-2040,0.626,0.060,0.066,0.088,0.141,0.173,0.232,0.361,0.545,0.767,1.121,1.743,2.823,4.849,8.853,14.336,16.696,13.296,7.468,2.840
2692,Medium variant,Albania,,8,2040-2045,0.516,0.049,0.055,0.076,0.120,0.157,0.193,0.259,0.450,0.724,1.073,1.702,2.634,4.196,7.221,12.701,18.223,16.888,9.269,3.410
2693,Medium variant,Albania,,8,2045-2050,0.446,0.040,0.043,0.061,0.100,0.136,0.180,0.217,0.321,0.588,0.988,1.612,2.570,3.934,6.320,10.598,16.715,19.325,12.585,4.610
2694,Medium variant,Albania,,8,2050-2055,0.390,0.035,0.036,0.049,0.080,0.116,0.161,0.206,0.269,0.415,0.787,1.476,2.447,3.880,6.030,9.527,14.533,18.618,15.257,6.796
2695,Medium variant,Albania,,8,2055-2060,0.335,0.031,0.031,0.039,0.064,0.096,0.142,0.186,0.255,0.346,0.547,1.191,2.288,3.794,6.135,9.435,13.704,17.212,15.618,9.095
2696,Medium variant,Albania,,8,2060-2065,0.282,0.027,0.027,0.034,0.053,0.077,0.120,0.165,0.233,0.329,0.453,0.833,1.864,3.605,6.119,9.841,14.047,16.971,15.253,10.264
2697,Medium variant,Albania,,8,2065-2070,0.236,0.023,0.025,0.031,0.045,0.065,0.098,0.140,0.207,0.298,0.432,0.691,1.317,2.983,5.911,10.010,15.042,18.065,15.736,10.836
2698,Medium variant,Albania,,8,2070-2075,0.200,0.019,0.020,0.028,0.041,0.056,0.081,0.114,0.175,0.265,0.394,0.661,1.098,2.123,4.940,9.802,15.621,19.929,17.477,11.836
2699,Medium variant,Albania,,8,2075-2080,0.175,0.017,0.017,0.024,0.036,0.051,0.072,0.095,0.142,0.224,0.352,0.600,1.045,1.766,3.524,8.252,15.516,21.199,19.921,13.767
2700,Medium variant,Albania,,8,2080-2085,0.153,0.014,0.015,0.020,0.031,0.044,0.063,0.083,0.117,0.181,0.298,0.537,0.949,1.690,2.947,5.940,13.264,21.595,21.933,16.583
2701,Medium variant,Albania,,8,2085-2090,0.134,0.013,0.013,0.017,0.027,0.038,0.055,0.074,0.103,0.150,0.244,0.455,0.846,1.538,2.837,5.007,9.696,18.856,23.087,19.501
2702,Medium variant,Albania,,8,2090-2095,0.116,0.011,0.011,0.015,0.022,0.032,0.048,0.066,0.092,0.132,0.202,0.370,0.713,1.375,2.591,4.843,8.282,14.106,20.717,22.041
2703,Medium variant,Albania,,8,2095-2100,0.102,0.009,0.010,0.013,0.019,0.026,0.040,0.056,0.080,0.117,0.178,0.308,0.583,1.179,2.352,4.485,8.171,12.387,16.018,21.936
2704,Medium variant,Bosnia and Herzegovina,,70,2015-2020,0.678,0.070,0.104,0.213,0.366,0.469,0.604,0.873,1.396,2.271,4.003,6.583,9.200,11.168,11.654,15.564,17.358,11.340,4.380,0.787
2705,Medium variant,Bosnia and Herzegovina,,70,2020-2025,0.602,0.059,0.089,0.161,0.289,0.411,0.534,0.787,1.252,2.081,3.348,5.656,8.933,12.170,14.257,13.662,15.359,13.747,6.279,1.616
2706,Medium variant,Bosnia and Herzegovina,,70,2025-2030,0.521,0.053,0.076,0.138,0.219,0.322,0.464,0.692,1.125,1.863,3.065,4.738,7.695,11.918,15.770,17.128,14.194,12.452,7.980,2.485
2707,Medium variant,Bosnia and Herzegovina,,70,2030-2035,0.435,0.047,0.068,0.119,0.187,0.244,0.362,0.597,0.987,1.674,2.745,4.344,6.478,10.360,15.693,19.392,18.418,12.299,7.398,3.375
2708,Medium variant,Bosnia and Herzegovina,,70,2035-2040,0.366,0.040,0.061,0.105,0.161,0.207,0.272,0.467,0.852,1.469,2.469,3.900,5.960,8.798,13.845,19.763,21.513,16.645,7.881,3.432
2709,Medium variant,Bosnia and Herzegovina,,70,2040-2045,0.320,0.035,0.052,0.092,0.142,0.177,0.231,0.348,0.666,1.268,2.168,3.509,5.364,8.160,11.939,17.820,22.656,20.199,11.185,3.837
2710,Medium variant,Bosnia and Herzegovina,,70,2045-2050,0.290,0.030,0.044,0.078,0.124,0.157,0.197,0.296,0.497,0.995,1.877,3.087,4.840,7.388,11.192,15.678,20.960,22.095,14.133,5.588
2711,Medium variant,Bosnia and Herzegovina,,70,2050-2055,0.265,0.026,0.037,0.064,0.104,0.136,0.173,0.251,0.421,0.741,1.470,2.668,4.258,6.708,10.267,15.028,19.146,21.306,16.306,7.647
2712,Medium variant,Bosnia and Herzegovina,,70,2055-2060,0.242,0.025,0.033,0.054,0.086,0.114,0.151,0.222,0.358,0.631,1.100,2.099,3.712,5.986,9.512,14.177,19.060,20.543,16.533,9.635
2713,Medium variant,Bosnia and Herzegovina,,70,2060-2065,0.217,0.023,0.031,0.047,0.072,0.094,0.126,0.194,0.320,0.544,0.949,1.594,2.960,5.322,8.698,13.545,18.710,21.450,16.957,10.767
2714,Medium variant,Bosnia and Herzegovina,,70,2065-2070,0.193,0.021,0.028,0.043,0.064,0.081,0.106,0.165,0.284,0.490,0.828,1.392,2.284,4.335,7.920,12.748,18.534,21.999,18.577,11.828
