,,,,,,Number of female deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
3036,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2060-2065,131.724,11.685,12.755,20.416,30.345,40.443,54.909,77.755,116.041,177.560,265.618,395.766,605.043,936.095,1431.197,2132.701,2948.124,3600.500,3492.172,3556.465
3037,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2065-2070,116.836,10.295,11.256,18.154,27.108,36.158,49.012,69.436,104.126,160.877,243.972,361.412,549.414,872.716,1374.303,2103.404,3030.811,3870.142,3889.227,4205.233
3038,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2070-2075,104.144,9.123,9.944,16.059,24.148,32.304,43.728,61.911,92.957,144.190,220.702,331.151,501.933,797.470,1293.222,2045.419,3038.457,4055.584,4272.090,4895.284
3039,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2075-2080,92.887,8.087,8.789,14.198,21.445,28.778,38.935,55.153,82.850,128.571,197.422,298.583,459.815,732.715,1192.018,1947.006,2999.586,4142.156,4574.132,5606.774
3040,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2080-2085,83.061,7.203,7.771,12.584,19.033,25.541,34.669,49.187,73.811,114.513,175.862,266.453,414.945,675.853,1105.875,1816.496,2899.433,4167.022,4777.617,6304.265
3041,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2085-2090,74.340,6.403,6.891,11.148,16.882,22.690,30.746,43.656,65.749,101.969,156.317,236.609,370.513,614.073,1029.863,1705.330,2744.983,4101.173,4909.756,6930.009
3042,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2090-2095,66.594,5.711,6.114,9.890,14.986,20.073,27.140,38.605,58.287,90.539,138.720,209.523,328.828,551.370,943.340,1604.514,2610.151,3943.294,4928.763,7470.134
3043,Medium variant,LATIN AMERICA AND THE CARIBBEAN,,904,2095-2100,59.925,5.082,5.409,8.774,13.328,17.813,24.001,34.078,51.523,80.267,123.151,185.627,291.762,493.679,856.651,1489.231,2494.537,3817.969,4840.389,7916.307
3044,Medium variant,Caribbean,24,915,2015-2020,57.655,7.093,6.737,8.225,10.924,13.403,15.227,16.007,17.789,22.453,29.531,37.143,46.274,58.147,71.321,85.962,91.057,82.767,60.574,42.129
3045,Medium variant,Caribbean,24,915,2020-2025,49.612,6.187,5.887,7.283,9.748,12.166,14.268,16.166,18.019,21.608,28.830,39.843,51.549,64.343,79.532,91.860,99.619,94.027,70.153,52.544
3046,Medium variant,Caribbean,24,915,2025-2030,42.531,5.374,5.122,6.459,8.741,10.975,13.089,15.373,18.468,21.906,27.759,39.089,55.717,72.337,88.814,103.723,108.190,104.542,81.195,63.480
3047,Medium variant,Caribbean,24,915,2030-2035,36.486,4.617,4.439,5.711,7.855,9.926,11.903,14.259,17.800,22.681,28.104,37.583,54.822,78.613,100.623,116.827,124.169,116.194,92.609,76.637
3048,Medium variant,Caribbean,24,915,2035-2040,31.604,3.990,3.853,5.074,7.076,9.038,10.895,13.143,16.717,22.114,29.317,37.965,52.676,77.496,109.645,133.270,140.977,135.806,105.624,91.839
3049,Medium variant,Caribbean,24,915,2040-2045,27.407,3.430,3.335,4.462,6.336,8.178,9.980,12.154,15.575,20.900,28.735,39.704,53.294,74.801,108.760,146.454,163.306,156.492,126.346,109.277
3050,Medium variant,Caribbean,24,915,2045-2050,23.801,2.952,2.883,3.915,5.616,7.372,9.103,11.261,14.568,19.646,27.280,39.041,55.987,76.229,105.850,146.673,181.959,185.032,148.655,134.508
3051,Medium variant,Caribbean,24,915,2050-2055,20.616,2.536,2.490,3.427,4.944,6.529,8.212,10.347,13.620,18.478,25.692,36.997,55.039,80.317,108.420,143.346,183.607,209.833,179.372,165.480
3052,Medium variant,Caribbean,24,915,2055-2060,17.929,2.187,2.161,3.010,4.359,5.776,7.324,9.431,12.670,17.443,24.299,34.915,52.313,79.407,115.040,147.640,180.067,214.328,209.130,204.728
3053,Medium variant,Caribbean,24,915,2060-2065,15.581,1.880,1.866,2.631,3.837,5.089,6.478,8.460,11.636,16.325,23.025,33.023,49.448,75.843,114.425,157.551,185.222,209.944,216.871,255.921
3054,Medium variant,Caribbean,24,915,2065-2070,13.680,1.648,1.649,2.370,3.472,4.612,5.867,7.684,10.654,15.198,21.720,31.344,46.772,71.811,109.637,157.520,198.307,213.441,212.274,285.585
3055,Medium variant,Caribbean,24,915,2070-2075,12.073,1.454,1.465,2.129,3.143,4.179,5.313,6.973,9.706,13.940,20.210,29.498,44.380,68.162,104.381,152.242,200.766,230.330,212.860,295.436
3056,Medium variant,Caribbean,24,915,2075-2080,10.686,1.290,1.303,1.910,2.834,3.770,4.801,6.323,8.817,12.715,18.543,27.402,41.775,64.951,99.756,146.251,196.310,237.128,232.009,293.548
3057,Medium variant,Caribbean,24,915,2080-2085,9.499,1.147,1.164,1.717,2.550,3.396,4.325,5.724,8.015,11.577,16.926,25.112,38.875,61.473,95.790,141.226,190.782,234.711,243.872,316.973
3058,Medium variant,Caribbean,24,915,2085-2090,8.493,1.029,1.046,1.552,2.305,3.059,3.889,5.165,7.279,10.540,15.421,22.879,35.638,57.454,91.209,136.814,186.148,230.169,243.640,347.845
3059,Medium variant,Caribbean,24,915,2090-2095,7.619,0.923,0.939,1.404,2.087,2.760,3.497,4.656,6.582,9.577,14.034,20.793,32.482,52.908,85.847,131.585,182.539,226.804,241.212,363.037
3060,Medium variant,Caribbean,24,915,2095-2100,6.870,0.833,0.840,1.267,1.892,2.495,3.146,4.181,5.933,8.669,12.760,18.898,29.540,48.461,79.618,125.126,177.958,225.108,239.438,372.435
3061,Medium variant,Antigua and Barbuda,,28,2015-2020,0.026,0.003,0.004,0.008,0.013,0.015,0.018,0.026,0.045,0.080,0.101,0.097,0.091,0.085,0.109,0.164,0.186,0.173,0.135,0.069
3062,Medium variant,Antigua and Barbuda,,28,2020-2025,0.023,0.003,0.003,0.007,0.011,0.014,0.018,0.027,0.038,0.061,0.101,0.120,0.113,0.119,0.126,0.160,0.214,0.197,0.130,0.073
3063,Medium variant,Antigua and Barbuda,,28,2025-2030,0.021,0.002,0.003,0.006,0.010,0.013,0.017,0.026,0.040,0.053,0.078,0.121,0.141,0.149,0.177,0.186,0.211,0.233,0.154,0.075
3064,Medium variant,Antigua and Barbuda,,28,2030-2035,0.018,0.002,0.003,0.006,0.009,0.012,0.016,0.025,0.039,0.055,0.068,0.093,0.143,0.187,0.223,0.264,0.252,0.232,0.187,0.093
3065,Medium variant,Antigua and Barbuda,,28,2035-2040,0.017,0.002,0.003,0.005,0.008,0.010,0.014,0.023,0.038,0.054,0.071,0.082,0.111,0.193,0.282,0.337,0.365,0.291,0.193,0.118
3066,Medium variant,Antigua and Barbuda,,28,2040-2045,0.015,0.002,0.002,0.005,0.008,0.010,0.013,0.021,0.034,0.052,0.070,0.086,0.098,0.150,0.292,0.430,0.470,0.431,0.255,0.131
3067,Medium variant,Antigua and Barbuda,,28,2045-2050,0.014,0.002,0.002,0.004,0.007,0.009,0.012,0.019,0.031,0.048,0.067,0.085,0.103,0.133,0.230,0.451,0.612,0.572,0.388,0.176
3068,Medium variant,Antigua and Barbuda,,28,2050-2055,0.013,0.001,0.002,0.004,0.006,0.008,0.011,0.017,0.028,0.043,0.062,0.082,0.102,0.140,0.204,0.358,0.653,0.763,0.531,0.276
3069,Medium variant,Antigua and Barbuda,,28,2055-2060,0.012,0.001,0.002,0.003,0.006,0.007,0.010,0.016,0.025,0.038,0.056,0.075,0.099,0.141,0.217,0.322,0.526,0.823,0.731,0.400
3070,Medium variant,Antigua and Barbuda,,28,2060-2065,0.011,0.001,0.001,0.003,0.005,0.006,0.009,0.015,0.023,0.035,0.050,0.068,0.092,0.138,0.219,0.345,0.482,0.678,0.806,0.579
3071,Medium variant,Antigua and Barbuda,,28,2065-2070,0.010,0.001,0.001,0.003,0.004,0.006,0.008,0.013,0.021,0.033,0.046,0.062,0.084,0.129,0.216,0.351,0.522,0.637,0.679,0.695
3072,Medium variant,Antigua and Barbuda,,28,2070-2075,0.009,0.001,0.001,0.002,0.004,0.005,0.007,0.012,0.019,0.030,0.043,0.057,0.076,0.118,0.203,0.349,0.540,0.708,0.662,0.660
3073,Medium variant,Antigua and Barbuda,,28,2075-2080,0.009,0.001,0.001,0.002,0.004,0.005,0.007,0.010,0.017,0.027,0.039,0.053,0.071,0.108,0.187,0.330,0.543,0.744,0.752,0.660
3074,Medium variant,Antigua and Barbuda,,28,2080-2085,0.008,0.001,0.001,0.002,0.003,0.004,0.006,0.009,0.015,0.024,0.035,0.048,0.066,0.101,0.172,0.307,0.520,0.762,0.815,0.764
3075,Medium variant,Antigua and Barbuda,,28,2085-2090,0.007,0.001,0.001,0.002,0.003,0.004,0.005,0.008,0.014,0.021,0.031,0.043,0.061,0.095,0.162,0.284,0.489,0.744,0.856,0.876
3076,Medium variant,Antigua and Barbuda,,28,2090-2095,0.007,0.001,0.001,0.002,0.003,0.003,0.005,0.008,0.012,0.019,0.028,0.039,0.055,0.088,0.154,0.270,0.461,0.714,0.859,0.978
3077,Medium variant,Antigua and Barbuda,,28,2095-2100,0.007,0.001,0.001,0.001,0.002,0.003,0.004,0.007,0.011,0.017,0.025,0.034,0.049,0.080,0.143,0.258,0.443,0.684,0.844,1.054
3078,Medium variant,Aruba,,533,2015-2020,0.040,0.003,0.003,0.005,0.008,0.008,0.009,0.015,0.026,0.044,0.075,0.114,0.157,0.216,0.277,0.351,0.394,0.305,0.153,0.056
3079,Medium variant,Aruba,,533,2020-2025,0.040,0.002,0.003,0.005,0.007,0.009,0.010,0.012,0.021,0.037,0.063,0.107,0.169,0.247,0.334,0.398,0.434,0.369,0.195,0.066
3080,Medium variant,Aruba,,533,2025-2030,0.039,0.002,0.002,0.004,0.007,0.009,0.011,0.012,0.017,0.031,0.053,0.089,0.159,0.269,0.387,0.489,0.505,0.421,0.247,0.089
3081,Medium variant,Aruba,,533,2030-2035,0.037,0.002,0.002,0.003,0.006,0.008,0.010,0.014,0.017,0.025,0.044,0.076,0.133,0.256,0.426,0.575,0.632,0.508,0.292,0.120
3082,Medium variant,Aruba,,533,2035-2040,0.033,0.002,0.002,0.003,0.005,0.006,0.009,0.013,0.019,0.025,0.036,0.063,0.114,0.215,0.408,0.640,0.759,0.654,0.368,0.151
3083,Medium variant,Aruba,,533,2040-2045,0.029,0.002,0.002,0.003,0.005,0.006,0.008,0.011,0.018,0.027,0.036,0.051,0.095,0.186,0.348,0.622,0.858,0.803,0.491,0.203
3084,Medium variant,Aruba,,533,2045-2050,0.026,0.002,0.002,0.003,0.004,0.005,0.006,0.009,0.015,0.026,0.040,0.051,0.077,0.156,0.303,0.537,0.848,0.935,0.623,0.283
3085,Medium variant,Aruba,,533,2050-2055,0.025,0.002,0.002,0.003,0.004,0.005,0.006,0.008,0.013,0.023,0.037,0.056,0.077,0.127,0.257,0.474,0.745,0.937,0.748,0.383
3086,Medium variant,Aruba,,533,2055-2060,0.024,0.002,0.002,0.002,0.004,0.005,0.006,0.008,0.011,0.019,0.032,0.052,0.086,0.128,0.211,0.407,0.670,0.848,0.771,0.489
3087,Medium variant,Aruba,,533,2060-2065,0.022,0.001,0.001,0.002,0.003,0.004,0.006,0.007,0.011,0.016,0.027,0.046,0.080,0.143,0.215,0.338,0.584,0.781,0.719,0.546
3088,Medium variant,Aruba,,533,2065-2070,0.020,0.001,0.001,0.002,0.003,0.004,0.005,0.007,0.010,0.015,0.023,0.039,0.070,0.134,0.242,0.349,0.493,0.696,0.681,0.550
3089,Medium variant,Aruba,,533,2070-2075,0.018,0.001,0.001,0.002,0.003,0.003,0.004,0.006,0.010,0.015,0.022,0.033,0.059,0.119,0.229,0.396,0.519,0.600,0.626,0.550
3090,Medium variant,Aruba,,533,2075-2080,0.017,0.001,0.001,0.002,0.003,0.003,0.004,0.006,0.009,0.014,0.021,0.032,0.051,0.101,0.205,0.379,0.597,0.648,0.555,0.537
3091,Medium variant,Aruba,,533,2080-2085,0.015,0.001,0.001,0.002,0.002,0.003,0.004,0.005,0.008,0.013,0.020,0.031,0.048,0.087,0.175,0.343,0.579,0.760,0.626,0.509
3092,Medium variant,Aruba,,533,2085-2090,0.014,0.001,0.001,0.001,0.002,0.003,0.003,0.005,0.007,0.011,0.018,0.029,0.047,0.083,0.151,0.295,0.530,0.749,0.746,0.568
3093,Medium variant,Aruba,,533,2090-2095,0.013,0.001,0.001,0.001,0.002,0.003,0.003,0.004,0.006,0.010,0.016,0.026,0.045,0.081,0.146,0.257,0.463,0.701,0.754,0.703
3094,Medium variant,Aruba,,533,2095-2100,0.012,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.006,0.009,0.014,0.023,0.040,0.077,0.143,0.251,0.409,0.623,0.724,0.775
3095,Medium variant,Bahamas,,44,2015-2020,0.147,0.014,0.011,0.025,0.056,0.102,0.149,0.176,0.208,0.267,0.334,0.385,0.425,0.504,0.553,0.621,0.701,0.631,0.433,0.235
3096,Medium variant,Bahamas,,44,2020-2025,0.130,0.013,0.011,0.022,0.046,0.095,0.146,0.182,0.203,0.250,0.317,0.385,0.481,0.601,0.689,0.727,0.817,0.821,0.560,0.304
3097,Medium variant,Bahamas,,44,2025-2030,0.117,0.012,0.011,0.022,0.040,0.078,0.134,0.178,0.210,0.245,0.299,0.368,0.485,0.683,0.824,0.913,0.966,0.966,0.743,0.404
3098,Medium variant,Bahamas,,44,2030-2035,0.105,0.011,0.010,0.021,0.040,0.068,0.109,0.164,0.207,0.255,0.294,0.348,0.465,0.693,0.942,1.105,1.230,1.171,0.896,0.557
3099,Medium variant,Bahamas,,44,2035-2040,0.095,0.010,0.009,0.019,0.038,0.067,0.096,0.134,0.192,0.252,0.307,0.344,0.441,0.666,0.960,1.280,1.516,1.525,1.117,0.711
3100,Medium variant,Bahamas,,44,2040-2045,0.089,0.009,0.009,0.018,0.036,0.063,0.093,0.118,0.158,0.234,0.304,0.359,0.435,0.634,0.930,1.320,1.779,1.909,1.491,0.919
3101,Medium variant,Bahamas,,44,2045-2050,0.084,0.008,0.008,0.016,0.033,0.058,0.087,0.115,0.139,0.194,0.283,0.355,0.456,0.626,0.891,1.292,1.860,2.284,1.913,1.263
3102,Medium variant,Bahamas,,44,2050-2055,0.079,0.008,0.007,0.015,0.030,0.053,0.080,0.108,0.136,0.171,0.234,0.331,0.453,0.659,0.888,1.253,1.848,2.431,2.343,1.697
3103,Medium variant,Bahamas,,44,2055-2060,0.073,0.008,0.007,0.014,0.027,0.047,0.073,0.099,0.128,0.167,0.208,0.275,0.424,0.658,0.942,1.262,1.817,2.460,2.547,2.181
3104,Medium variant,Bahamas,,44,2060-2065,0.067,0.007,0.007,0.013,0.025,0.042,0.064,0.089,0.118,0.158,0.203,0.244,0.353,0.619,0.946,1.352,1.850,2.456,2.637,2.538
3105,Medium variant,Bahamas,,44,2065-2070,0.062,0.007,0.006,0.012,0.024,0.039,0.057,0.079,0.107,0.146,0.192,0.240,0.314,0.519,0.895,1.372,2.005,2.544,2.686,2.770
3106,Medium variant,Bahamas,,44,2070-2075,0.058,0.006,0.006,0.012,0.022,0.036,0.052,0.071,0.096,0.133,0.178,0.227,0.310,0.461,0.755,1.313,2.060,2.803,2.848,2.982
3107,Medium variant,Bahamas,,44,2075-2080,0.055,0.006,0.005,0.011,0.020,0.034,0.048,0.064,0.085,0.118,0.162,0.210,0.293,0.457,0.677,1.119,1.993,2.923,3.203,3.258
3108,Medium variant,Bahamas,,44,2080-2085,0.052,0.005,0.005,0.010,0.019,0.031,0.044,0.059,0.077,0.105,0.144,0.191,0.272,0.434,0.675,1.011,1.717,2.870,3.411,3.785
3109,Medium variant,Bahamas,,44,2085-2090,0.049,0.005,0.005,0.009,0.017,0.028,0.040,0.053,0.071,0.095,0.129,0.170,0.248,0.406,0.648,1.021,1.573,2.516,3.428,4.262
3110,Medium variant,Bahamas,,44,2090-2095,0.046,0.005,0.005,0.009,0.016,0.025,0.035,0.048,0.065,0.088,0.117,0.152,0.222,0.372,0.610,0.991,1.605,2.338,3.066,4.580
3111,Medium variant,Bahamas,,44,2095-2100,0.043,0.005,0.004,0.008,0.014,0.023,0.032,0.043,0.058,0.080,0.107,0.138,0.199,0.335,0.564,0.943,1.575,2.421,2.902,4.474
3112,Medium variant,Barbados,,52,2015-2020,0.069,0.007,0.008,0.012,0.019,0.024,0.031,0.043,0.066,0.107,0.173,0.271,0.396,0.581,0.819,1.162,1.510,1.377,0.773,0.272
3113,Medium variant,Barbados,,52,2020-2025,0.059,0.006,0.007,0.012,0.017,0.022,0.028,0.040,0.060,0.097,0.154,0.246,0.408,0.636,0.926,1.265,1.553,1.430,0.847,0.316
3114,Medium variant,Barbados,,52,2025-2030,0.051,0.005,0.007,0.011,0.016,0.020,0.026,0.036,0.056,0.087,0.139,0.219,0.372,0.656,1.014,1.426,1.707,1.526,0.930,0.373
3115,Medium variant,Barbados,,52,2030-2035,0.047,0.005,0.006,0.010,0.015,0.019,0.024,0.034,0.051,0.081,0.126,0.198,0.332,0.600,1.043,1.556,1.928,1.734,1.040,0.440
3116,Medium variant,Barbados,,52,2035-2040,0.043,0.005,0.006,0.009,0.014,0.018,0.023,0.031,0.047,0.074,0.117,0.179,0.299,0.535,0.958,1.610,2.129,2.023,1.252,0.531
3117,Medium variant,Barbados,,52,2040-2045,0.039,0.004,0.005,0.008,0.013,0.017,0.021,0.029,0.044,0.068,0.106,0.164,0.268,0.481,0.856,1.488,2.228,2.304,1.527,0.682
3118,Medium variant,Barbados,,52,2045-2050,0.036,0.004,0.005,0.008,0.012,0.015,0.020,0.027,0.041,0.063,0.097,0.148,0.246,0.430,0.772,1.345,2.101,2.486,1.824,0.892
3119,Medium variant,Barbados,,52,2050-2055,0.033,0.004,0.004,0.007,0.011,0.014,0.018,0.026,0.038,0.059,0.090,0.136,0.221,0.395,0.695,1.228,1.943,2.418,2.051,1.145
3120,Medium variant,Barbados,,52,2055-2060,0.031,0.003,0.004,0.007,0.010,0.013,0.017,0.024,0.036,0.055,0.084,0.125,0.202,0.356,0.641,1.117,1.804,2.310,2.073,1.387
3121,Medium variant,Barbados,,52,2060-2065,0.028,0.003,0.004,0.006,0.010,0.012,0.016,0.022,0.033,0.051,0.078,0.116,0.184,0.325,0.578,1.036,1.669,2.204,2.065,1.524
3122,Medium variant,Barbados,,52,2065-2070,0.026,0.003,0.003,0.006,0.009,0.012,0.015,0.021,0.031,0.047,0.072,0.107,0.171,0.296,0.531,0.942,1.571,2.098,2.041,1.630
3123,Medium variant,Barbados,,52,2070-2075,0.025,0.003,0.003,0.005,0.008,0.011,0.014,0.019,0.029,0.044,0.066,0.099,0.157,0.275,0.485,0.870,1.449,2.022,2.020,1.724
3124,Medium variant,Barbados,,52,2075-2080,0.023,0.003,0.003,0.005,0.008,0.010,0.013,0.018,0.027,0.041,0.061,0.090,0.145,0.253,0.450,0.800,1.355,1.914,2.012,1.820
3125,Medium variant,Barbados,,52,2080-2085,0.022,0.002,0.003,0.005,0.007,0.010,0.012,0.017,0.025,0.038,0.056,0.083,0.132,0.233,0.416,0.748,1.264,1.835,1.976,1.942
3126,Medium variant,Barbados,,52,2085-2090,0.021,0.002,0.003,0.004,0.007,0.009,0.011,0.016,0.023,0.035,0.052,0.076,0.121,0.213,0.384,0.694,1.194,1.748,1.953,2.034
3127,Medium variant,Barbados,,52,2090-2095,0.020,0.002,0.002,0.004,0.006,0.008,0.011,0.014,0.021,0.032,0.048,0.070,0.110,0.195,0.352,0.645,1.121,1.688,1.922,2.150
3128,Medium variant,Barbados,,52,2095-2100,0.019,0.002,0.002,0.004,0.006,0.008,0.010,0.013,0.020,0.030,0.044,0.064,0.101,0.178,0.322,0.593,1.050,1.615,1.909,2.250
3129,Medium variant,Cuba,,192,2015-2020,1.661,0.166,0.228,0.408,0.619,0.840,1.078,1.448,2.783,5.277,8.428,10.676,13.117,17.460,21.979,28.018,31.520,31.239,25.100,18.944
3130,Medium variant,Cuba,,192,2020-2025,1.443,0.152,0.200,0.336,0.517,0.693,1.016,1.451,2.064,4.037,7.650,12.092,15.101,18.234,23.716,28.738,34.364,35.508,28.876,23.898
3131,Medium variant,Cuba,,192,2025-2030,1.220,0.132,0.184,0.302,0.434,0.592,0.854,1.397,2.106,3.039,5.930,11.108,17.304,21.272,25.063,31.440,35.788,39.442,33.534,28.847
3132,Medium variant,Cuba,,192,2030-2035,1.032,0.116,0.162,0.283,0.398,0.502,0.736,1.184,2.042,3.115,4.473,8.599,15.886,24.404,29.436,33.588,39.937,42.229,38.559,35.156
3133,Medium variant,Cuba,,192,2035-2040,0.888,0.099,0.141,0.253,0.375,0.463,0.629,1.027,1.738,3.025,4.580,6.475,12.261,22.382,33.841,39.842,43.300,48.296,42.590,42.899
3134,Medium variant,Cuba,,192,2040-2045,0.788,0.085,0.122,0.223,0.340,0.443,0.588,0.888,1.521,2.592,4.461,6.635,9.225,17.260,31.108,46.078,52.149,53.516,50.003,50.334
3135,Medium variant,Cuba,,192,2045-2050,0.706,0.077,0.109,0.196,0.301,0.403,0.566,0.836,1.322,2.271,3.820,6.448,9.435,12.982,24.055,42.713,61.133,65.930,57.288,61.084
3136,Medium variant,Cuba,,192,2050-2055,0.620,0.068,0.096,0.172,0.266,0.361,0.517,0.808,1.246,1.973,3.335,5.489,9.110,13.223,18.082,33.164,57.308,79.033,72.124,74.955
3137,Medium variant,Cuba,,192,2055-2060,0.541,0.061,0.087,0.156,0.236,0.320,0.468,0.744,1.212,1.864,2.895,4.781,7.734,12.748,18.459,25.126,45.088,75.823,89.558,94.759
3138,Medium variant,Cuba,,192,2060-2065,0.471,0.055,0.079,0.142,0.215,0.287,0.418,0.676,1.117,1.811,2.729,4.134,6.707,10.789,17.795,25.783,34.598,61.060,88.410,127.457
3139,Medium variant,Cuba,,192,2065-2070,0.413,0.048,0.070,0.130,0.198,0.263,0.376,0.605,1.017,1.669,2.644,3.878,5.762,9.305,15.029,24.926,35.845,47.547,73.486,141.296
3140,Medium variant,Cuba,,192,2070-2075,0.363,0.042,0.062,0.115,0.179,0.242,0.346,0.548,0.914,1.519,2.432,3.740,5.378,7.967,12.961,21.160,35.047,50.158,58.321,135.719
3141,Medium variant,Cuba,,192,2075-2080,0.320,0.037,0.054,0.102,0.161,0.222,0.320,0.505,0.829,1.367,2.206,3.420,5.153,7.397,11.069,18.291,30.013,50.109,62.797,115.312
3142,Medium variant,Cuba,,192,2080-2085,0.282,0.033,0.048,0.091,0.145,0.201,0.296,0.472,0.769,1.241,1.981,3.093,4.699,7.076,10.293,15.726,26.288,43.798,64.984,118.272
3143,Medium variant,Cuba,,192,2085-2090,0.248,0.030,0.045,0.083,0.130,0.182,0.272,0.441,0.723,1.154,1.801,2.772,4.231,6.422,9.821,14.636,22.745,38.953,57.916,130.502
3144,Medium variant,Cuba,,192,2090-2095,0.219,0.026,0.039,0.075,0.118,0.164,0.247,0.406,0.677,1.088,1.669,2.503,3.764,5.749,8.891,14.001,21.355,34.296,52.887,128.222
3145,Medium variant,Cuba,,192,2095-2100,0.193,0.024,0.036,0.067,0.108,0.151,0.225,0.372,0.627,1.018,1.567,2.309,3.378,5.085,7.939,12.703,20.603,32.675,47.658,125.361
